SNR_dB,Frames,Bit_Errors,BER,FER
0.0,50,6632,0.13264,1.0
0.5,51,5117,0.10033333333333333,0.9803921568627451
1.0,59,4172,0.07071186440677966,0.847457627118644
1.5,269,3273,0.012167286245353159,0.18587360594795538
2.0,2345,2571,0.0010963752665245202,0.021321961620469083
2.5,10000,531,5.31e-05,0.0011
3.0,10000,64,6.4e-06,0.0001
